,videoname,filepath,poi,context,model,label,in_ref,in_tst
4780,id04583/14w-VUxbtSc/00001,/nas/datasets/voxceleb2/mp4_dev/id04583/14w-VUxbtSc/00001.mp4,id04583,14w-VUxbtSc,ref,0,1,0
4781,id04583/6SqINBosx-c/00028,/nas/datasets/voxceleb2/mp4_dev/id04583/6SqINBosx-c/00028.mp4,id04583,6SqINBosx-c,ref,0,1,0
4782,id04583/AWNPFA5WF2E/00061,/nas/datasets/voxceleb2/mp4_dev/id04583/AWNPFA5WF2E/00061.mp4,id04583,AWNPFA5WF2E,ref,0,1,0
4783,id04583/RXsHdt7QKio/00096,/nas/datasets/voxceleb2/mp4_dev/id04583/RXsHdt7QKio/00096.mp4,id04583,RXsHdt7QKio,ref,0,1,0
4784,id04583/U7zqJhI2EtY/00116,/nas/datasets/voxceleb2/mp4_dev/id04583/U7zqJhI2EtY/00116.mp4,id04583,U7zqJhI2EtY,ref,0,1,0
4785,id04583/X8hEs0iIrQo/00150,/nas/datasets/voxceleb2/mp4_dev/id04583/X8hEs0iIrQo/00150.mp4,id04583,X8hEs0iIrQo,ref,0,1,0
4786,id04583/cBhyzcj-qFE/00184,/nas/datasets/voxceleb2/mp4_dev/id04583/cBhyzcj-qFE/00184.mp4,id04583,cBhyzcj-qFE,ref,0,1,0
4787,id04583/fXCxB6zdVUA/00206,/nas/datasets/voxceleb2/mp4_dev/id04583/fXCxB6zdVUA/00206.mp4,id04583,fXCxB6zdVUA,ref,0,1,0
4788,id04583/kytYgbd30Rc/00245,/nas/datasets/voxceleb2/mp4_dev/id04583/kytYgbd30Rc/00245.mp4,id04583,kytYgbd30Rc,ref,0,1,0
4789,id04583/pM60tHxKY5c/00275,/nas/datasets/voxceleb2/mp4_dev/id04583/pM60tHxKY5c/00275.mp4,id04583,pM60tHxKY5c,ref,0,1,0
4790,id04599/0nK5pnMTkZw/00001,/nas/datasets/voxceleb2/mp4_dev/id04599/0nK5pnMTkZw/00001.mp4,id04599,0nK5pnMTkZw,ref,0,1,0
4791,id04599/FkYdDqeUMDc/00024,/nas/datasets/voxceleb2/mp4_dev/id04599/FkYdDqeUMDc/00024.mp4,id04599,FkYdDqeUMDc,ref,0,1,0
4792,id04599/NqUmnggyRfM/00051,/nas/datasets/voxceleb2/mp4_dev/id04599/NqUmnggyRfM/00051.mp4,id04599,NqUmnggyRfM,ref,0,1,0
4793,id04599/PT7Kne1XCAU/00110,/nas/datasets/voxceleb2/mp4_dev/id04599/PT7Kne1XCAU/00110.mp4,id04599,PT7Kne1XCAU,ref,0,1,0
4794,id04599/PT7Kne1XCAU/00084,/nas/datasets/voxceleb2/mp4_dev/id04599/PT7Kne1XCAU/00084.mp4,id04599,PT7Kne1XCAU,ref,0,1,0
4795,id04599/b4TiryGrWyY/00134,/nas/datasets/voxceleb2/mp4_dev/id04599/b4TiryGrWyY/00134.mp4,id04599,b4TiryGrWyY,ref,0,1,0
4796,id04599/eYTqzF-zIhM/00188,/nas/datasets/voxceleb2/mp4_dev/id04599/eYTqzF-zIhM/00188.mp4,id04599,eYTqzF-zIhM,ref,0,1,0
4797,id04599/eYTqzF-zIhM/00167,/nas/datasets/voxceleb2/mp4_dev/id04599/eYTqzF-zIhM/00167.mp4,id04599,eYTqzF-zIhM,ref,0,1,0
4798,id04599/l7SThA883IU/00235,/nas/datasets/voxceleb2/mp4_dev/id04599/l7SThA883IU/00235.mp4,id04599,l7SThA883IU,ref,0,1,0
4799,id04599/l7SThA883IU/00227,/nas/datasets/voxceleb2/mp4_dev/id04599/l7SThA883IU/00227.mp4,id04599,l7SThA883IU,ref,0,1,0
4800,id04601/40PmdabRsWc/00001,/nas/datasets/voxceleb2/mp4_dev/id04601/40PmdabRsWc/00001.mp4,id04601,40PmdabRsWc,ref,0,1,0
4801,id04601/8saEFI8tKr8/00031,/nas/datasets/voxceleb2/mp4_dev/id04601/8saEFI8tKr8/00031.mp4,id04601,8saEFI8tKr8,ref,0,1,0
4802,id04601/8saEFI8tKr8/00029,/nas/datasets/voxceleb2/mp4_dev/id04601/8saEFI8tKr8/00029.mp4,id04601,8saEFI8tKr8,ref,0,1,0
4803,id04601/8saEFI8tKr8/00012,/nas/datasets/voxceleb2/mp4_dev/id04601/8saEFI8tKr8/00012.mp4,id04601,8saEFI8tKr8,ref,0,1,0
4804,id04601/8saEFI8tKr8/00022,/nas/datasets/voxceleb2/mp4_dev/id04601/8saEFI8tKr8/00022.mp4,id04601,8saEFI8tKr8,ref,0,1,0
4805,id04601/DEGTMQ_DUnc/00047,/nas/datasets/voxceleb2/mp4_dev/id04601/DEGTMQ_DUnc/00047.mp4,id04601,DEGTMQ_DUnc,ref,0,1,0
4806,id04601/gJ-kirhxKzo/00061,/nas/datasets/voxceleb2/mp4_dev/id04601/gJ-kirhxKzo/00061.mp4,id04601,gJ-kirhxKzo,ref,0,1,0
4807,id04601/u_BC-QaTI5k/00084,/nas/datasets/voxceleb2/mp4_dev/id04601/u_BC-QaTI5k/00084.mp4,id04601,u_BC-QaTI5k,ref,0,1,0
4808,id04601/u_BC-QaTI5k/00073,/nas/datasets/voxceleb2/mp4_dev/id04601/u_BC-QaTI5k/00073.mp4,id04601,u_BC-QaTI5k,ref,0,1,0
4809,id04601/zXaSNR7SFDY/00142,/nas/datasets/voxceleb2/mp4_dev/id04601/zXaSNR7SFDY/00142.mp4,id04601,zXaSNR7SFDY,ref,0,1,0
4810,id04687/11uaSZuAKq4/00001,/nas/datasets/voxceleb2/mp4_dev/id04687/11uaSZuAKq4/00001.mp4,id04687,11uaSZuAKq4,ref,0,1,0
4811,id04687/86ivGQFm2go/00012,/nas/datasets/voxceleb2/mp4_dev/id04687/86ivGQFm2go/00012.mp4,id04687,86ivGQFm2go,ref,0,1,0
4812,id04687/Ey4hTuIXlOw/00023,/nas/datasets/voxceleb2/mp4_dev/id04687/Ey4hTuIXlOw/00023.mp4,id04687,Ey4hTuIXlOw,ref,0,1,0
4813,id04687/KHW0Vfdq6Z4/00034,/nas/datasets/voxceleb2/mp4_dev/id04687/KHW0Vfdq6Z4/00034.mp4,id04687,KHW0Vfdq6Z4,ref,0,1,0
4814,id04687/SC_aCTWIgNM/00045,/nas/datasets/voxceleb2/mp4_dev/id04687/SC_aCTWIgNM/00045.mp4,id04687,SC_aCTWIgNM,ref,0,1,0
4815,id04687/Y-6UsG4SaIA/00056,/nas/datasets/voxceleb2/mp4_dev/id04687/Y-6UsG4SaIA/00056.mp4,id04687,Y-6UsG4SaIA,ref,0,1,0
4816,id04687/dVC8fqx9Ywc/00068,/nas/datasets/voxceleb2/mp4_dev/id04687/dVC8fqx9Ywc/00068.mp4,id04687,dVC8fqx9Ywc,ref,0,1,0
4817,id04687/gZu57LaWoSI/00079,/nas/datasets/voxceleb2/mp4_dev/id04687/gZu57LaWoSI/00079.mp4,id04687,gZu57LaWoSI,ref,0,1,0
4818,id04687/m96DZvUsbkI/00089,/nas/datasets/voxceleb2/mp4_dev/id04687/m96DZvUsbkI/00089.mp4,id04687,m96DZvUsbkI,ref,0,1,0
4819,id04687/qLrGQtpTXhQ/00101,/nas/datasets/voxceleb2/mp4_dev/id04687/qLrGQtpTXhQ/00101.mp4,id04687,qLrGQtpTXhQ,ref,0,1,0
4820,id04689/6ex_4nD96gs/00013,/nas/datasets/voxceleb2/mp4_dev/id04689/6ex_4nD96gs/00013.mp4,id04689,6ex_4nD96gs,ref,0,1,0
4821,id04689/7S_dVs62qHc/00017,/nas/datasets/voxceleb2/mp4_dev/id04689/7S_dVs62qHc/00017.mp4,id04689,7S_dVs62qHc,ref,0,1,0
4822,id04689/GdKuLVXupKM/00021,/nas/datasets/voxceleb2/mp4_dev/id04689/GdKuLVXupKM/00021.mp4,id04689,GdKuLVXupKM,ref,0,1,0
4823,id04689/O5ir7z241Ac/00025,/nas/datasets/voxceleb2/mp4_dev/id04689/O5ir7z241Ac/00025.mp4,id04689,O5ir7z241Ac,ref,0,1,0
4824,id04689/S2AaONyOhTY/00029,/nas/datasets/voxceleb2/mp4_dev/id04689/S2AaONyOhTY/00029.mp4,id04689,S2AaONyOhTY,ref,0,1,0
4825,id04689/T2rWimvSfkc/00035,/nas/datasets/voxceleb2/mp4_dev/id04689/T2rWimvSfkc/00035.mp4,id04689,T2rWimvSfkc,ref,0,1,0
4826,id04689/T2rWimvSfkc/00034,/nas/datasets/voxceleb2/mp4_dev/id04689/T2rWimvSfkc/00034.mp4,id04689,T2rWimvSfkc,ref,0,1,0
4827,id04689/fpxDlkS8N9s/00041,/nas/datasets/voxceleb2/mp4_dev/id04689/fpxDlkS8N9s/00041.mp4,id04689,fpxDlkS8N9s,ref,0,1,0
4828,id04689/r17qrgFIQpY/00045,/nas/datasets/voxceleb2/mp4_dev/id04689/r17qrgFIQpY/00045.mp4,id04689,r17qrgFIQpY,ref,0,1,0
4829,id04689/t2VtBQw5ga8/00049,/nas/datasets/voxceleb2/mp4_dev/id04689/t2VtBQw5ga8/00049.mp4,id04689,t2VtBQw5ga8,ref,0,1,0
4830,id04691/ERjBdzm0icA/00001,/nas/datasets/voxceleb2/mp4_dev/id04691/ERjBdzm0icA/00001.mp4,id04691,ERjBdzm0icA,ref,0,1,0
4831,id04691/ERjBdzm0icA/00003,/nas/datasets/voxceleb2/mp4_dev/id04691/ERjBdzm0icA/00003.mp4,id04691,ERjBdzm0icA,ref,0,1,0
4832,id04691/O4CTgHeKtMs/00005,/nas/datasets/voxceleb2/mp4_dev/id04691/O4CTgHeKtMs/00005.mp4,id04691,O4CTgHeKtMs,ref,0,1,0
4833,id04691/VDyt2zACca0/00007,/nas/datasets/voxceleb2/mp4_dev/id04691/VDyt2zACca0/00007.mp4,id04691,VDyt2zACca0,ref,0,1,0
4834,id04691/VDyt2zACca0/00009,/nas/datasets/voxceleb2/mp4_dev/id04691/VDyt2zACca0/00009.mp4,id04691,VDyt2zACca0,ref,0,1,0
4835,id04691/WNWGH2j_1mY/00010,/nas/datasets/voxceleb2/mp4_dev/id04691/WNWGH2j_1mY/00010.mp4,id04691,WNWGH2j_1mY,ref,0,1,0
4836,id04691/Y9JsUTkbff0/00013,/nas/datasets/voxceleb2/mp4_dev/id04691/Y9JsUTkbff0/00013.mp4,id04691,Y9JsUTkbff0,ref,0,1,0
4837,id04691/Y9JsUTkbff0/00015,/nas/datasets/voxceleb2/mp4_dev/id04691/Y9JsUTkbff0/00015.mp4,id04691,Y9JsUTkbff0,ref,0,1,0
4838,id04691/q1Rr7EfuUrE/00017,/nas/datasets/voxceleb2/mp4_dev/id04691/q1Rr7EfuUrE/00017.mp4,id04691,q1Rr7EfuUrE,ref,0,1,0
4839,id04691/q1Rr7EfuUrE/00019,/nas/datasets/voxceleb2/mp4_dev/id04691/q1Rr7EfuUrE/00019.mp4,id04691,q1Rr7EfuUrE,ref,0,1,0
4840,id04701/226IORgJUq8/00001,/nas/datasets/voxceleb2/mp4_dev/id04701/226IORgJUq8/00001.mp4,id04701,226IORgJUq8,ref,0,1,0
4841,id04701/B3N9WOMHHWM/00024,/nas/datasets/voxceleb2/mp4_dev/id04701/B3N9WOMHHWM/00024.mp4,id04701,B3N9WOMHHWM,ref,0,1,0
4842,id04701/H913lVWC9lE/00045,/nas/datasets/voxceleb2/mp4_dev/id04701/H913lVWC9lE/00045.mp4,id04701,H913lVWC9lE,ref,0,1,0
4843,id04701/LVaRsetQ23Q/00066,/nas/datasets/voxceleb2/mp4_dev/id04701/LVaRsetQ23Q/00066.mp4,id04701,LVaRsetQ23Q,ref,0,1,0
4844,id04701/QNSS4VT6xDc/00078,/nas/datasets/voxceleb2/mp4_dev/id04701/QNSS4VT6xDc/00078.mp4,id04701,QNSS4VT6xDc,ref,0,1,0
4845,id04701/W34RqrFg8Hc/00114,/nas/datasets/voxceleb2/mp4_dev/id04701/W34RqrFg8Hc/00114.mp4,id04701,W34RqrFg8Hc,ref,0,1,0
4846,id04701/chPL5p0PSeo/00129,/nas/datasets/voxceleb2/mp4_dev/id04701/chPL5p0PSeo/00129.mp4,id04701,chPL5p0PSeo,ref,0,1,0
4847,id04701/dfXwz4X-wCA/00146,/nas/datasets/voxceleb2/mp4_dev/id04701/dfXwz4X-wCA/00146.mp4,id04701,dfXwz4X-wCA,ref,0,1,0
4848,id04701/jJ9ewRjXS-E/00171,/nas/datasets/voxceleb2/mp4_dev/id04701/jJ9ewRjXS-E/00171.mp4,id04701,jJ9ewRjXS-E,ref,0,1,0
4849,id04701/sPBEIwT4PeU/00191,/nas/datasets/voxceleb2/mp4_dev/id04701/sPBEIwT4PeU/00191.mp4,id04701,sPBEIwT4PeU,ref,0,1,0
4850,id04705/8PgY43tYJrw/00001,/nas/datasets/voxceleb2/mp4_dev/id04705/8PgY43tYJrw/00001.mp4,id04705,8PgY43tYJrw,ref,0,1,0
4851,id04705/GdWOcs09Sd8/00039,/nas/datasets/voxceleb2/mp4_dev/id04705/GdWOcs09Sd8/00039.mp4,id04705,GdWOcs09Sd8,ref,0,1,0
4852,id04705/Lf6Ri2OYBzE/00080,/nas/datasets/voxceleb2/mp4_dev/id04705/Lf6Ri2OYBzE/00080.mp4,id04705,Lf6Ri2OYBzE,ref,0,1,0
4853,id04705/OWri4z52C-w/00130,/nas/datasets/voxceleb2/mp4_dev/id04705/OWri4z52C-w/00130.mp4,id04705,OWri4z52C-w,ref,0,1,0
4854,id04705/V0zP-rpDUp8/00161,/nas/datasets/voxceleb2/mp4_dev/id04705/V0zP-rpDUp8/00161.mp4,id04705,V0zP-rpDUp8,ref,0,1,0
4855,id04705/VOdU7C7vHEE/00219,/nas/datasets/voxceleb2/mp4_dev/id04705/VOdU7C7vHEE/00219.mp4,id04705,VOdU7C7vHEE,ref,0,1,0
4856,id04705/Xmi_2hJA1e0/00241,/nas/datasets/voxceleb2/mp4_dev/id04705/Xmi_2hJA1e0/00241.mp4,id04705,Xmi_2hJA1e0,ref,0,1,0
4857,id04705/alc9yWXTSjs/00274,/nas/datasets/voxceleb2/mp4_dev/id04705/alc9yWXTSjs/00274.mp4,id04705,alc9yWXTSjs,ref,0,1,0
4858,id04705/iDHY1MLohz4/00322,/nas/datasets/voxceleb2/mp4_dev/id04705/iDHY1MLohz4/00322.mp4,id04705,iDHY1MLohz4,ref,0,1,0
4859,id04705/kz6NplwXn3I/00365,/nas/datasets/voxceleb2/mp4_dev/id04705/kz6NplwXn3I/00365.mp4,id04705,kz6NplwXn3I,ref,0,1,0
4860,id04726/3Cvrc4zxfsg/00001,/nas/datasets/voxceleb2/mp4_dev/id04726/3Cvrc4zxfsg/00001.mp4,id04726,3Cvrc4zxfsg,ref,0,1,0
4861,id04726/5a2nIRb3hko/00047,/nas/datasets/voxceleb2/mp4_dev/id04726/5a2nIRb3hko/00047.mp4,id04726,5a2nIRb3hko,ref,0,1,0
4862,id04726/8sEA8vJ0BnU/00059,/nas/datasets/voxceleb2/mp4_dev/id04726/8sEA8vJ0BnU/00059.mp4,id04726,8sEA8vJ0BnU,ref,0,1,0
4863,id04726/Exv77N4pbUU/00105,/nas/datasets/voxceleb2/mp4_dev/id04726/Exv77N4pbUU/00105.mp4,id04726,Exv77N4pbUU,ref,0,1,0
4864,id04726/O8PBXZWuRB8/00148,/nas/datasets/voxceleb2/mp4_dev/id04726/O8PBXZWuRB8/00148.mp4,id04726,O8PBXZWuRB8,ref,0,1,0
4865,id04726/PpJNx1JSrBw/00166,/nas/datasets/voxceleb2/mp4_dev/id04726/PpJNx1JSrBw/00166.mp4,id04726,PpJNx1JSrBw,ref,0,1,0
4866,id04726/Tv91EgnaGEo/00186,/nas/datasets/voxceleb2/mp4_dev/id04726/Tv91EgnaGEo/00186.mp4,id04726,Tv91EgnaGEo,ref,0,1,0
4867,id04726/gwd7zBi9jeM/00223,/nas/datasets/voxceleb2/mp4_dev/id04726/gwd7zBi9jeM/00223.mp4,id04726,gwd7zBi9jeM,ref,0,1,0
4868,id04726/mJsJxIZK_G8/00272,/nas/datasets/voxceleb2/mp4_dev/id04726/mJsJxIZK_G8/00272.mp4,id04726,mJsJxIZK_G8,ref,0,1,0
4869,id04726/qlyd1wbsoQQ/00279,/nas/datasets/voxceleb2/mp4_dev/id04726/qlyd1wbsoQQ/00279.mp4,id04726,qlyd1wbsoQQ,ref,0,1,0
4870,id04727/7hPSuS8US1A/00001,/nas/datasets/voxceleb2/mp4_dev/id04727/7hPSuS8US1A/00001.mp4,id04727,7hPSuS8US1A,ref,0,1,0
4871,id04727/7hPSuS8US1A/00005,/nas/datasets/voxceleb2/mp4_dev/id04727/7hPSuS8US1A/00005.mp4,id04727,7hPSuS8US1A,ref,0,1,0
4872,id04727/b-GXDtMaRUQ/00010,/nas/datasets/voxceleb2/mp4_dev/id04727/b-GXDtMaRUQ/00010.mp4,id04727,b-GXDtMaRUQ,ref,0,1,0
4873,id04727/eSe02A5pQ3E/00012,/nas/datasets/voxceleb2/mp4_dev/id04727/eSe02A5pQ3E/00012.mp4,id04727,eSe02A5pQ3E,ref,0,1,0
4874,id04727/ev-Kp6M7Rzc/00018,/nas/datasets/voxceleb2/mp4_dev/id04727/ev-Kp6M7Rzc/00018.mp4,id04727,ev-Kp6M7Rzc,ref,0,1,0
4875,id04727/j8Hbm2MW1ck/00028,/nas/datasets/voxceleb2/mp4_dev/id04727/j8Hbm2MW1ck/00028.mp4,id04727,j8Hbm2MW1ck,ref,0,1,0
4876,id04727/j8Hbm2MW1ck/00027,/nas/datasets/voxceleb2/mp4_dev/id04727/j8Hbm2MW1ck/00027.mp4,id04727,j8Hbm2MW1ck,ref,0,1,0
4877,id04727/j8Hbm2MW1ck/00022,/nas/datasets/voxceleb2/mp4_dev/id04727/j8Hbm2MW1ck/00022.mp4,id04727,j8Hbm2MW1ck,ref,0,1,0
4878,id04727/pWqazGwlEQM/00039,/nas/datasets/voxceleb2/mp4_dev/id04727/pWqazGwlEQM/00039.mp4,id04727,pWqazGwlEQM,ref,0,1,0
4879,id04727/pWqazGwlEQM/00034,/nas/datasets/voxceleb2/mp4_dev/id04727/pWqazGwlEQM/00034.mp4,id04727,pWqazGwlEQM,ref,0,1,0
4880,id04736/1bn-4jagP00/00001,/nas/datasets/voxceleb2/mp4_dev/id04736/1bn-4jagP00/00001.mp4,id04736,1bn-4jagP00,ref,0,1,0
4881,id04736/5olBAWlzwXg/00016,/nas/datasets/voxceleb2/mp4_dev/id04736/5olBAWlzwXg/00016.mp4,id04736,5olBAWlzwXg,ref,0,1,0
4882,id04736/7EJ5DTx_pPw/00032,/nas/datasets/voxceleb2/mp4_dev/id04736/7EJ5DTx_pPw/00032.mp4,id04736,7EJ5DTx_pPw,ref,0,1,0
4883,id04736/AT4VbIZTm2Y/00042,/nas/datasets/voxceleb2/mp4_dev/id04736/AT4VbIZTm2Y/00042.mp4,id04736,AT4VbIZTm2Y,ref,0,1,0
4884,id04736/Aye7vnKyktQ/00044,/nas/datasets/voxceleb2/mp4_dev/id04736/Aye7vnKyktQ/00044.mp4,id04736,Aye7vnKyktQ,ref,0,1,0
4885,id04736/QtUhX1s2-Q0/00066,/nas/datasets/voxceleb2/mp4_dev/id04736/QtUhX1s2-Q0/00066.mp4,id04736,QtUhX1s2-Q0,ref,0,1,0
4886,id04736/SfNzx5cRBvQ/00074,/nas/datasets/voxceleb2/mp4_dev/id04736/SfNzx5cRBvQ/00074.mp4,id04736,SfNzx5cRBvQ,ref,0,1,0
4887,id04736/gWKt2E8JlYg/00093,/nas/datasets/voxceleb2/mp4_dev/id04736/gWKt2E8JlYg/00093.mp4,id04736,gWKt2E8JlYg,ref,0,1,0
4888,id04736/lG9glaLUr_c/00107,/nas/datasets/voxceleb2/mp4_dev/id04736/lG9glaLUr_c/00107.mp4,id04736,lG9glaLUr_c,ref,0,1,0
4889,id04736/u-Oq0U4NXVM/00116,/nas/datasets/voxceleb2/mp4_dev/id04736/u-Oq0U4NXVM/00116.mp4,id04736,u-Oq0U4NXVM,ref,0,1,0
4890,id04774/6ottVsPFCp8/00001,/nas/datasets/voxceleb2/mp4_dev/id04774/6ottVsPFCp8/00001.mp4,id04774,6ottVsPFCp8,ref,0,1,0
4891,id04774/ADFQvBknLVQ/00004,/nas/datasets/voxceleb2/mp4_dev/id04774/ADFQvBknLVQ/00004.mp4,id04774,ADFQvBknLVQ,ref,0,1,0
4892,id04774/FM6VJzoHLWw/00007,/nas/datasets/voxceleb2/mp4_dev/id04774/FM6VJzoHLWw/00007.mp4,id04774,FM6VJzoHLWw,ref,0,1,0
4893,id04774/FM6VJzoHLWw/00010,/nas/datasets/voxceleb2/mp4_dev/id04774/FM6VJzoHLWw/00010.mp4,id04774,FM6VJzoHLWw,ref,0,1,0
4894,id04774/NSgivj8qFkE/00013,/nas/datasets/voxceleb2/mp4_dev/id04774/NSgivj8qFkE/00013.mp4,id04774,NSgivj8qFkE,ref,0,1,0
4895,id04774/OZLU1-v085s/00017,/nas/datasets/voxceleb2/mp4_dev/id04774/OZLU1-v085s/00017.mp4,id04774,OZLU1-v085s,ref,0,1,0
4896,id04774/RocXxZrwi28/00019,/nas/datasets/voxceleb2/mp4_dev/id04774/RocXxZrwi28/00019.mp4,id04774,RocXxZrwi28,ref,0,1,0
4897,id04774/Yptfhms_m5A/00021,/nas/datasets/voxceleb2/mp4_dev/id04774/Yptfhms_m5A/00021.mp4,id04774,Yptfhms_m5A,ref,0,1,0
4898,id04774/Yptfhms_m5A/00024,/nas/datasets/voxceleb2/mp4_dev/id04774/Yptfhms_m5A/00024.mp4,id04774,Yptfhms_m5A,ref,0,1,0
4899,id04774/bhRDVAGECK8/00028,/nas/datasets/voxceleb2/mp4_dev/id04774/bhRDVAGECK8/00028.mp4,id04774,bhRDVAGECK8,ref,0,1,0
4900,id04789/EZVL4dWiOyU/00001,/nas/datasets/voxceleb2/mp4_dev/id04789/EZVL4dWiOyU/00001.mp4,id04789,EZVL4dWiOyU,ref,0,1,0
4901,id04789/FZQnjWxJCls/00005,/nas/datasets/voxceleb2/mp4_dev/id04789/FZQnjWxJCls/00005.mp4,id04789,FZQnjWxJCls,ref,0,1,0
4902,id04789/HRmYP2_jwwI/00007,/nas/datasets/voxceleb2/mp4_dev/id04789/HRmYP2_jwwI/00007.mp4,id04789,HRmYP2_jwwI,ref,0,1,0
4903,id04789/HhMQdlfMTGU/00013,/nas/datasets/voxceleb2/mp4_dev/id04789/HhMQdlfMTGU/00013.mp4,id04789,HhMQdlfMTGU,ref,0,1,0
4904,id04789/WApo6XqMq-k/00021,/nas/datasets/voxceleb2/mp4_dev/id04789/WApo6XqMq-k/00021.mp4,id04789,WApo6XqMq-k,ref,0,1,0
4905,id04789/WApo6XqMq-k/00018,/nas/datasets/voxceleb2/mp4_dev/id04789/WApo6XqMq-k/00018.mp4,id04789,WApo6XqMq-k,ref,0,1,0
4906,id04789/Ww60wbVoSVY/00025,/nas/datasets/voxceleb2/mp4_dev/id04789/Ww60wbVoSVY/00025.mp4,id04789,Ww60wbVoSVY,ref,0,1,0
4907,id04789/YVM2wy5U114/00029,/nas/datasets/voxceleb2/mp4_dev/id04789/YVM2wy5U114/00029.mp4,id04789,YVM2wy5U114,ref,0,1,0
4908,id04789/ix213kxE1aM/00033,/nas/datasets/voxceleb2/mp4_dev/id04789/ix213kxE1aM/00033.mp4,id04789,ix213kxE1aM,ref,0,1,0
4909,id04789/qIm6Ku1NRnM/00037,/nas/datasets/voxceleb2/mp4_dev/id04789/qIm6Ku1NRnM/00037.mp4,id04789,qIm6Ku1NRnM,ref,0,1,0
4910,id04820/1ky8TI5ze9Q/00001,/nas/datasets/voxceleb2/mp4_dev/id04820/1ky8TI5ze9Q/00001.mp4,id04820,1ky8TI5ze9Q,ref,0,1,0
4911,id04820/QwLc1HrVHCI/00035,/nas/datasets/voxceleb2/mp4_dev/id04820/QwLc1HrVHCI/00035.mp4,id04820,QwLc1HrVHCI,ref,0,1,0
4912,id04820/QwLc1HrVHCI/00031,/nas/datasets/voxceleb2/mp4_dev/id04820/QwLc1HrVHCI/00031.mp4,id04820,QwLc1HrVHCI,ref,0,1,0
4913,id04820/QwLc1HrVHCI/00020,/nas/datasets/voxceleb2/mp4_dev/id04820/QwLc1HrVHCI/00020.mp4,id04820,QwLc1HrVHCI,ref,0,1,0
4914,id04820/RfoM2sMPdYE/00045,/nas/datasets/voxceleb2/mp4_dev/id04820/RfoM2sMPdYE/00045.mp4,id04820,RfoM2sMPdYE,ref,0,1,0
4915,id04820/X3RBYuVp72M/00052,/nas/datasets/voxceleb2/mp4_dev/id04820/X3RBYuVp72M/00052.mp4,id04820,X3RBYuVp72M,ref,0,1,0
4916,id04820/YprCmri1trU/00061,/nas/datasets/voxceleb2/mp4_dev/id04820/YprCmri1trU/00061.mp4,id04820,YprCmri1trU,ref,0,1,0
4917,id04820/cSk6pF7GwKc/00068,/nas/datasets/voxceleb2/mp4_dev/id04820/cSk6pF7GwKc/00068.mp4,id04820,cSk6pF7GwKc,ref,0,1,0
4918,id04820/cujFt83vBTo/00072,/nas/datasets/voxceleb2/mp4_dev/id04820/cujFt83vBTo/00072.mp4,id04820,cujFt83vBTo,ref,0,1,0
4919,id04820/f9w_Ky-rckE/00085,/nas/datasets/voxceleb2/mp4_dev/id04820/f9w_Ky-rckE/00085.mp4,id04820,f9w_Ky-rckE,ref,0,1,0
4920,id04884/1NrFgNGcvlI/00001,/nas/datasets/voxceleb2/mp4_dev/id04884/1NrFgNGcvlI/00001.mp4,id04884,1NrFgNGcvlI,ref,0,1,0
4921,id04884/GpmilxA0Yg8/00003,/nas/datasets/voxceleb2/mp4_dev/id04884/GpmilxA0Yg8/00003.mp4,id04884,GpmilxA0Yg8,ref,0,1,0
4922,id04884/MQtoBHrCL7Y/00020,/nas/datasets/voxceleb2/mp4_dev/id04884/MQtoBHrCL7Y/00020.mp4,id04884,MQtoBHrCL7Y,ref,0,1,0
4923,id04884/MQtoBHrCL7Y/00018,/nas/datasets/voxceleb2/mp4_dev/id04884/MQtoBHrCL7Y/00018.mp4,id04884,MQtoBHrCL7Y,ref,0,1,0
4924,id04884/MQtoBHrCL7Y/00016,/nas/datasets/voxceleb2/mp4_dev/id04884/MQtoBHrCL7Y/00016.mp4,id04884,MQtoBHrCL7Y,ref,0,1,0
4925,id04884/MQtoBHrCL7Y/00013,/nas/datasets/voxceleb2/mp4_dev/id04884/MQtoBHrCL7Y/00013.mp4,id04884,MQtoBHrCL7Y,ref,0,1,0
4926,id04884/MQtoBHrCL7Y/00011,/nas/datasets/voxceleb2/mp4_dev/id04884/MQtoBHrCL7Y/00011.mp4,id04884,MQtoBHrCL7Y,ref,0,1,0
4927,id04884/MQtoBHrCL7Y/00009,/nas/datasets/voxceleb2/mp4_dev/id04884/MQtoBHrCL7Y/00009.mp4,id04884,MQtoBHrCL7Y,ref,0,1,0
4928,id04884/MQtoBHrCL7Y/00007,/nas/datasets/voxceleb2/mp4_dev/id04884/MQtoBHrCL7Y/00007.mp4,id04884,MQtoBHrCL7Y,ref,0,1,0
4929,id04884/MQtoBHrCL7Y/00005,/nas/datasets/voxceleb2/mp4_dev/id04884/MQtoBHrCL7Y/00005.mp4,id04884,MQtoBHrCL7Y,ref,0,1,0
4930,id04927/2oHUcI4N-K8/00001,/nas/datasets/voxceleb2/mp4_dev/id04927/2oHUcI4N-K8/00001.mp4,id04927,2oHUcI4N-K8,ref,0,1,0
4931,id04927/WjjNK0aON9U/00021,/nas/datasets/voxceleb2/mp4_dev/id04927/WjjNK0aON9U/00021.mp4,id04927,WjjNK0aON9U,ref,0,1,0
4932,id04927/X-QE2CQCo_4/00050,/nas/datasets/voxceleb2/mp4_dev/id04927/X-QE2CQCo_4/00050.mp4,id04927,X-QE2CQCo_4,ref,0,1,0
