,Unnamed: 0,videoname,filepath,poi,context,model,label,in_tst,in_ref
25032,25032,25032,InTheWild/release_in_the_wild/25032.wav,Bernie Sanders,25032,bona-fide,0,1,1
25033,25033,25033,InTheWild/release_in_the_wild/25033.wav,Boris Johnson,25033,bona-fide,0,1,1
25034,25034,25034,InTheWild/release_in_the_wild/25034.wav,Barack Obama,25034,bona-fide,0,1,1
25035,25035,25035,InTheWild/release_in_the_wild/25035.wav,Bernie Sanders,25035,bona-fide,0,1,1
25036,25036,25036,InTheWild/release_in_the_wild/25036.wav,Bill Clinton,25036,spoof,1,1,0
25037,25037,25037,InTheWild/release_in_the_wild/25037.wav,Louis Farrakhan,25037,bona-fide,0,1,1
25038,25038,25038,InTheWild/release_in_the_wild/25038.wav,Barack Obama,25038,bona-fide,0,1,1
25039,25039,25039,InTheWild/release_in_the_wild/25039.wav,Alec Guinness,25039,spoof,1,1,0
25040,25040,25040,InTheWild/release_in_the_wild/25040.wav,Bill Clinton,25040,spoof,1,1,0
25041,25041,25041,InTheWild/release_in_the_wild/25041.wav,2Pac,25041,spoof,1,1,0
25042,25042,25042,InTheWild/release_in_the_wild/25042.wav,Alec Guinness,25042,spoof,1,1,0
25043,25043,25043,InTheWild/release_in_the_wild/25043.wav,Barack Obama,25043,bona-fide,0,1,1
25044,25044,25044,InTheWild/release_in_the_wild/25044.wav,Alec Guinness,25044,bona-fide,0,1,1
25045,25045,25045,InTheWild/release_in_the_wild/25045.wav,Alan Watts,25045,spoof,1,1,0
25046,25046,25046,InTheWild/release_in_the_wild/25046.wav,Richard Nixon,25046,bona-fide,0,1,1
25047,25047,25047,InTheWild/release_in_the_wild/25047.wav,Ayn Rand,25047,bona-fide,0,1,1
25048,25048,25048,InTheWild/release_in_the_wild/25048.wav,Barack Obama,25048,bona-fide,0,1,1
25049,25049,25049,InTheWild/release_in_the_wild/25049.wav,Alec Guinness,25049,spoof,1,1,0
25050,25050,25050,InTheWild/release_in_the_wild/25050.wav,Barack Obama,25050,bona-fide,0,1,1
25051,25051,25051,InTheWild/release_in_the_wild/25051.wav,Barack Obama,25051,bona-fide,0,1,1
25052,25052,25052,InTheWild/release_in_the_wild/25052.wav,Bernie Sanders,25052,bona-fide,0,1,1
25053,25053,25053,InTheWild/release_in_the_wild/25053.wav,Barack Obama,25053,bona-fide,0,1,1
25054,25054,25054,InTheWild/release_in_the_wild/25054.wav,Bill Clinton,25054,spoof,1,1,0
25055,25055,25055,InTheWild/release_in_the_wild/25055.wav,Alan Watts,25055,spoof,1,1,0
25056,25056,25056,InTheWild/release_in_the_wild/25056.wav,Bernie Sanders,25056,bona-fide,0,1,1
25057,25057,25057,InTheWild/release_in_the_wild/25057.wav,Alec Guinness,25057,spoof,1,1,0
25058,25058,25058,InTheWild/release_in_the_wild/25058.wav,Winston Churchill,25058,bona-fide,0,1,1
25059,25059,25059,InTheWild/release_in_the_wild/25059.wav,Bernie Sanders,25059,spoof,1,1,0
25060,25060,25060,InTheWild/release_in_the_wild/25060.wav,Mark Zuckerberg,25060,bona-fide,0,1,1
25061,25061,25061,InTheWild/release_in_the_wild/25061.wav,George W. Bush,25061,bona-fide,0,1,1
25062,25062,25062,InTheWild/release_in_the_wild/25062.wav,Bill Burr,25062,bona-fide,0,1,1
25063,25063,25063,InTheWild/release_in_the_wild/25063.wav,Malcolm X,25063,bona-fide,0,1,1
25064,25064,25064,InTheWild/release_in_the_wild/25064.wav,Lyndon Johnson,25064,spoof,1,1,0
25065,25065,25065,InTheWild/release_in_the_wild/25065.wav,Louis Farrakhan,25065,bona-fide,0,1,1
25066,25066,25066,InTheWild/release_in_the_wild/25066.wav,Donald Trump,25066,bona-fide,0,1,1
25067,25067,25067,InTheWild/release_in_the_wild/25067.wav,Alec Guinness,25067,spoof,1,1,0
25068,25068,25068,InTheWild/release_in_the_wild/25068.wav,Ronald Reagan,25068,spoof,1,1,0
25069,25069,25069,InTheWild/release_in_the_wild/25069.wav,Mark Zuckerberg,25069,spoof,1,1,0
25070,25070,25070,InTheWild/release_in_the_wild/25070.wav,Ayn Rand,25070,bona-fide,0,1,1
25071,25071,25071,InTheWild/release_in_the_wild/25071.wav,Barack Obama,25071,bona-fide,0,1,1
25072,25072,25072,InTheWild/release_in_the_wild/25072.wav,George Carlin,25072,bona-fide,0,1,1
25073,25073,25073,InTheWild/release_in_the_wild/25073.wav,Mark Zuckerberg,25073,bona-fide,0,1,1
25074,25074,25074,InTheWild/release_in_the_wild/25074.wav,Bernie Sanders,25074,bona-fide,0,1,1
25075,25075,25075,InTheWild/release_in_the_wild/25075.wav,The Notorious B.I.G.,25075,spoof,1,1,0
25076,25076,25076,InTheWild/release_in_the_wild/25076.wav,Barack Obama,25076,bona-fide,0,1,1
25077,25077,25077,InTheWild/release_in_the_wild/25077.wav,John Cleese,25077,bona-fide,0,1,1
25078,25078,25078,InTheWild/release_in_the_wild/25078.wav,Bill Clinton,25078,spoof,1,1,0
25079,25079,25079,InTheWild/release_in_the_wild/25079.wav,Ayn Rand,25079,spoof,1,1,0
25080,25080,25080,InTheWild/release_in_the_wild/25080.wav,Arnold Schwarzenegger,25080,bona-fide,0,1,1
25081,25081,25081,InTheWild/release_in_the_wild/25081.wav,Christopher Hitchens,25081,bona-fide,0,1,1
25082,25082,25082,InTheWild/release_in_the_wild/25082.wav,Mark Zuckerberg,25082,spoof,1,1,0
25083,25083,25083,InTheWild/release_in_the_wild/25083.wav,Ayn Rand,25083,spoof,1,1,0
25084,25084,25084,InTheWild/release_in_the_wild/25084.wav,Milton Friedman,25084,spoof,1,1,0
25085,25085,25085,InTheWild/release_in_the_wild/25085.wav,Martin Luther King,25085,bona-fide,0,1,1
25086,25086,25086,InTheWild/release_in_the_wild/25086.wav,Ronald Reagan,25086,bona-fide,0,1,1
25087,25087,25087,InTheWild/release_in_the_wild/25087.wav,Adam Driver,25087,spoof,1,1,0
25088,25088,25088,InTheWild/release_in_the_wild/25088.wav,Alexandria Ocasio-Cortez,25088,bona-fide,0,1,1
25089,25089,25089,InTheWild/release_in_the_wild/25089.wav,Donald Trump,25089,bona-fide,0,1,1
25090,25090,25090,InTheWild/release_in_the_wild/25090.wav,Alec Guinness,25090,bona-fide,0,1,1
25091,25091,25091,InTheWild/release_in_the_wild/25091.wav,2Pac,25091,bona-fide,0,1,1
25092,25092,25092,InTheWild/release_in_the_wild/25092.wav,The Notorious B.I.G.,25092,spoof,1,1,0
25093,25093,25093,InTheWild/release_in_the_wild/25093.wav,Donald Trump,25093,bona-fide,0,1,1
25094,25094,25094,InTheWild/release_in_the_wild/25094.wav,Ayn Rand,25094,bona-fide,0,1,1
25095,25095,25095,InTheWild/release_in_the_wild/25095.wav,Alan Watts,25095,spoof,1,1,0
25096,25096,25096,InTheWild/release_in_the_wild/25096.wav,Bernie Sanders,25096,spoof,1,1,0
25097,25097,25097,InTheWild/release_in_the_wild/25097.wav,Barack Obama,25097,bona-fide,0,1,1
25098,25098,25098,InTheWild/release_in_the_wild/25098.wav,Norm MacDonald,25098,spoof,1,1,0
25099,25099,25099,InTheWild/release_in_the_wild/25099.wav,Winston Churchill,25099,bona-fide,0,1,1
25100,25100,25100,InTheWild/release_in_the_wild/25100.wav,Martin Luther King,25100,spoof,1,1,0
25101,25101,25101,InTheWild/release_in_the_wild/25101.wav,Barack Obama,25101,bona-fide,0,1,1
25102,25102,25102,InTheWild/release_in_the_wild/25102.wav,Bill Clinton,25102,spoof,1,1,0
25103,25103,25103,InTheWild/release_in_the_wild/25103.wav,Louis Farrakhan,25103,bona-fide,0,1,1
25104,25104,25104,InTheWild/release_in_the_wild/25104.wav,Donald Trump,25104,bona-fide,0,1,1
25105,25105,25105,InTheWild/release_in_the_wild/25105.wav,Ronald Reagan,25105,bona-fide,0,1,1
25106,25106,25106,InTheWild/release_in_the_wild/25106.wav,Gilbert Gottfried,25106,spoof,1,1,0
25107,25107,25107,InTheWild/release_in_the_wild/25107.wav,Barack Obama,25107,bona-fide,0,1,1
25108,25108,25108,InTheWild/release_in_the_wild/25108.wav,Barack Obama,25108,bona-fide,0,1,1
25109,25109,25109,InTheWild/release_in_the_wild/25109.wav,Donald Trump,25109,bona-fide,0,1,1
25110,25110,25110,InTheWild/release_in_the_wild/25110.wav,Christopher Hitchens,25110,spoof,1,1,0
25111,25111,25111,InTheWild/release_in_the_wild/25111.wav,Arnold Schwarzenegger,25111,bona-fide,0,1,1
25112,25112,25112,InTheWild/release_in_the_wild/25112.wav,Bernie Sanders,25112,spoof,1,1,0
25113,25113,25113,InTheWild/release_in_the_wild/25113.wav,Martin Luther King,25113,spoof,1,1,0
25114,25114,25114,InTheWild/release_in_the_wild/25114.wav,FDR,25114,bona-fide,0,1,1
25115,25115,25115,InTheWild/release_in_the_wild/25115.wav,Barack Obama,25115,bona-fide,0,1,1
25116,25116,25116,InTheWild/release_in_the_wild/25116.wav,Bernie Sanders,25116,spoof,1,1,0
25117,25117,25117,InTheWild/release_in_the_wild/25117.wav,Ayn Rand,25117,bona-fide,0,1,1
25118,25118,25118,InTheWild/release_in_the_wild/25118.wav,George Carlin,25118,bona-fide,0,1,1
25119,25119,25119,InTheWild/release_in_the_wild/25119.wav,FDR,25119,bona-fide,0,1,1
25120,25120,25120,InTheWild/release_in_the_wild/25120.wav,Bernie Sanders,25120,bona-fide,0,1,1
25121,25121,25121,InTheWild/release_in_the_wild/25121.wav,Barack Obama,25121,spoof,1,1,0
25122,25122,25122,InTheWild/release_in_the_wild/25122.wav,Gilbert Gottfried,25122,bona-fide,0,1,1
25123,25123,25123,InTheWild/release_in_the_wild/25123.wav,Mark Zuckerberg,25123,bona-fide,0,1,1
25124,25124,25124,InTheWild/release_in_the_wild/25124.wav,Bob Ross,25124,bona-fide,0,1,1
25125,25125,25125,InTheWild/release_in_the_wild/25125.wav,Jeff Goldblum,25125,bona-fide,0,1,1
25126,25126,25126,InTheWild/release_in_the_wild/25126.wav,Donald Trump,25126,bona-fide,0,1,1
25127,25127,25127,InTheWild/release_in_the_wild/25127.wav,Queen Elizabeth II,25127,spoof,1,1,0
25128,25128,25128,InTheWild/release_in_the_wild/25128.wav,Mark Zuckerberg,25128,bona-fide,0,1,1
25129,25129,25129,InTheWild/release_in_the_wild/25129.wav,Martin Luther King,25129,bona-fide,0,1,1
25130,25130,25130,InTheWild/release_in_the_wild/25130.wav,John Cleese,25130,spoof,1,1,0
25131,25131,25131,InTheWild/release_in_the_wild/25131.wav,Bernie Sanders,25131,bona-fide,0,1,1
25132,25132,25132,InTheWild/release_in_the_wild/25132.wav,Ayn Rand,25132,spoof,1,1,0
25133,25133,25133,InTheWild/release_in_the_wild/25133.wav,Ayn Rand,25133,bona-fide,0,1,1
25134,25134,25134,InTheWild/release_in_the_wild/25134.wav,Barack Obama,25134,bona-fide,0,1,1
25135,25135,25135,InTheWild/release_in_the_wild/25135.wav,Bernie Sanders,25135,spoof,1,1,0
25136,25136,25136,InTheWild/release_in_the_wild/25136.wav,Donald Trump,25136,bona-fide,0,1,1
25137,25137,25137,InTheWild/release_in_the_wild/25137.wav,Ronald Reagan,25137,spoof,1,1,0
25138,25138,25138,InTheWild/release_in_the_wild/25138.wav,Richard Nixon,25138,bona-fide,0,1,1
25139,25139,25139,InTheWild/release_in_the_wild/25139.wav,Dwight Eisenhower,25139,spoof,1,1,0
25140,25140,25140,InTheWild/release_in_the_wild/25140.wav,Ayn Rand,25140,bona-fide,0,1,1
25141,25141,25141,InTheWild/release_in_the_wild/25141.wav,George Carlin,25141,bona-fide,0,1,1
25142,25142,25142,InTheWild/release_in_the_wild/25142.wav,Martin Luther King,25142,bona-fide,0,1,1
25143,25143,25143,InTheWild/release_in_the_wild/25143.wav,FDR,25143,spoof,1,1,0
25144,25144,25144,InTheWild/release_in_the_wild/25144.wav,Bernie Sanders,25144,spoof,1,1,0
25145,25145,25145,InTheWild/release_in_the_wild/25145.wav,Ayn Rand,25145,bona-fide,0,1,1
25146,25146,25146,InTheWild/release_in_the_wild/25146.wav,JFK,25146,spoof,1,1,0
25147,25147,25147,InTheWild/release_in_the_wild/25147.wav,Boris Johnson,25147,spoof,1,1,0
25148,25148,25148,InTheWild/release_in_the_wild/25148.wav,Alan Watts,25148,bona-fide,0,1,1
25149,25149,25149,InTheWild/release_in_the_wild/25149.wav,Ronald Reagan,25149,spoof,1,1,0
25150,25150,25150,InTheWild/release_in_the_wild/25150.wav,Ayn Rand,25150,bona-fide,0,1,1
25151,25151,25151,InTheWild/release_in_the_wild/25151.wav,Bill Clinton,25151,bona-fide,0,1,1
25152,25152,25152,InTheWild/release_in_the_wild/25152.wav,Christopher Hitchens,25152,bona-fide,0,1,1
25153,25153,25153,InTheWild/release_in_the_wild/25153.wav,Alec Guinness,25153,spoof,1,1,0
25154,25154,25154,InTheWild/release_in_the_wild/25154.wav,Boris Johnson,25154,bona-fide,0,1,1
25155,25155,25155,InTheWild/release_in_the_wild/25155.wav,Louis Farrakhan,25155,bona-fide,0,1,1
25156,25156,25156,InTheWild/release_in_the_wild/25156.wav,Martin Luther King,25156,spoof,1,1,0
25157,25157,25157,InTheWild/release_in_the_wild/25157.wav,Alec Guinness,25157,bona-fide,0,1,1
25158,25158,25158,InTheWild/release_in_the_wild/25158.wav,Donald Trump,25158,bona-fide,0,1,1
25159,25159,25159,InTheWild/release_in_the_wild/25159.wav,Malcolm X,25159,spoof,1,1,0
25160,25160,25160,InTheWild/release_in_the_wild/25160.wav,Alec Guinness,25160,bona-fide,0,1,1
25161,25161,25161,InTheWild/release_in_the_wild/25161.wav,Alan Watts,25161,spoof,1,1,0
25162,25162,25162,InTheWild/release_in_the_wild/25162.wav,Martin Luther King,25162,spoof,1,1,0
25163,25163,25163,InTheWild/release_in_the_wild/25163.wav,Donald Trump,25163,bona-fide,0,1,1
25164,25164,25164,InTheWild/release_in_the_wild/25164.wav,Queen Elizabeth II,25164,spoof,1,1,0
25165,25165,25165,InTheWild/release_in_the_wild/25165.wav,Alec Guinness,25165,spoof,1,1,0
25166,25166,25166,InTheWild/release_in_the_wild/25166.wav,Donald Trump,25166,bona-fide,0,1,1
25167,25167,25167,InTheWild/release_in_the_wild/25167.wav,Queen Elizabeth II,25167,spoof,1,1,0
25168,25168,25168,InTheWild/release_in_the_wild/25168.wav,Ronald Reagan,25168,bona-fide,0,1,1
25169,25169,25169,InTheWild/release_in_the_wild/25169.wav,Christopher Hitchens,25169,spoof,1,1,0
25170,25170,25170,InTheWild/release_in_the_wild/25170.wav,Ronald Reagan,25170,spoof,1,1,0
25171,25171,25171,InTheWild/release_in_the_wild/25171.wav,Bernie Sanders,25171,spoof,1,1,0
25172,25172,25172,InTheWild/release_in_the_wild/25172.wav,Bernie Sanders,25172,spoof,1,1,0
25173,25173,25173,InTheWild/release_in_the_wild/25173.wav,Ronald Reagan,25173,spoof,1,1,0
25174,25174,25174,InTheWild/release_in_the_wild/25174.wav,Donald Trump,25174,bona-fide,0,1,1
25175,25175,25175,InTheWild/release_in_the_wild/25175.wav,Martin Luther King,25175,bona-fide,0,1,1
25176,25176,25176,InTheWild/release_in_the_wild/25176.wav,Arnold Schwarzenegger,25176,bona-fide,0,1,1
25177,25177,25177,InTheWild/release_in_the_wild/25177.wav,Milton Friedman,25177,spoof,1,1,0
25178,25178,25178,InTheWild/release_in_the_wild/25178.wav,Alec Guinness,25178,spoof,1,1,0
25179,25179,25179,InTheWild/release_in_the_wild/25179.wav,Winston Churchill,25179,spoof,1,1,0
25180,25180,25180,InTheWild/release_in_the_wild/25180.wav,Bernie Sanders,25180,spoof,1,1,0
25181,25181,25181,InTheWild/release_in_the_wild/25181.wav,Martin Luther King,25181,bona-fide,0,1,1
25182,25182,25182,InTheWild/release_in_the_wild/25182.wav,Donald Trump,25182,bona-fide,0,1,1
25183,25183,25183,InTheWild/release_in_the_wild/25183.wav,Donald Trump,25183,bona-fide,0,1,1
25184,25184,25184,InTheWild/release_in_the_wild/25184.wav,Louis Farrakhan,25184,bona-fide,0,1,1
25185,25185,25185,InTheWild/release_in_the_wild/25185.wav,Bernie Sanders,25185,spoof,1,1,0
25186,25186,25186,InTheWild/release_in_the_wild/25186.wav,Bernie Sanders,25186,spoof,1,1,0
25187,25187,25187,InTheWild/release_in_the_wild/25187.wav,Donald Trump,25187,bona-fide,0,1,1
25188,25188,25188,InTheWild/release_in_the_wild/25188.wav,Ronald Reagan,25188,spoof,1,1,0
25189,25189,25189,InTheWild/release_in_the_wild/25189.wav,Bernie Sanders,25189,spoof,1,1,0
25190,25190,25190,InTheWild/release_in_the_wild/25190.wav,Alec Guinness,25190,bona-fide,0,1,1
25191,25191,25191,InTheWild/release_in_the_wild/25191.wav,Adam Driver,25191,spoof,1,1,0
25192,25192,25192,InTheWild/release_in_the_wild/25192.wav,Ayn Rand,25192,bona-fide,0,1,1
25193,25193,25193,InTheWild/release_in_the_wild/25193.wav,Christopher Hitchens,25193,bona-fide,0,1,1
25194,25194,25194,InTheWild/release_in_the_wild/25194.wav,Alec Guinness,25194,bona-fide,0,1,1
25195,25195,25195,InTheWild/release_in_the_wild/25195.wav,Bill Clinton,25195,bona-fide,0,1,1
25196,25196,25196,InTheWild/release_in_the_wild/25196.wav,Alec Guinness,25196,spoof,1,1,0
25197,25197,25197,InTheWild/release_in_the_wild/25197.wav,Dwight Eisenhower,25197,spoof,1,1,0
25198,25198,25198,InTheWild/release_in_the_wild/25198.wav,Bernie Sanders,25198,spoof,1,1,0
25199,25199,25199,InTheWild/release_in_the_wild/25199.wav,Bernie Sanders,25199,bona-fide,0,1,1
25200,25200,25200,InTheWild/release_in_the_wild/25200.wav,Barack Obama,25200,bona-fide,0,1,1
25201,25201,25201,InTheWild/release_in_the_wild/25201.wav,Bernie Sanders,25201,spoof,1,1,0
25202,25202,25202,InTheWild/release_in_the_wild/25202.wav,Barack Obama,25202,bona-fide,0,1,1
25203,25203,25203,InTheWild/release_in_the_wild/25203.wav,Ronald Reagan,25203,bona-fide,0,1,1
25204,25204,25204,InTheWild/release_in_the_wild/25204.wav,Alec Guinness,25204,bona-fide,0,1,1
25205,25205,25205,InTheWild/release_in_the_wild/25205.wav,Adam Driver,25205,spoof,1,1,0
25206,25206,25206,InTheWild/release_in_the_wild/25206.wav,Barack Obama,25206,bona-fide,0,1,1
25207,25207,25207,InTheWild/release_in_the_wild/25207.wav,George Carlin,25207,bona-fide,0,1,1
25208,25208,25208,InTheWild/release_in_the_wild/25208.wav,Nelson Mandela,25208,spoof,1,1,0
25209,25209,25209,InTheWild/release_in_the_wild/25209.wav,Winston Churchill,25209,bona-fide,0,1,1
25210,25210,25210,InTheWild/release_in_the_wild/25210.wav,Alec Guinness,25210,spoof,1,1,0
25211,25211,25211,InTheWild/release_in_the_wild/25211.wav,Winston Churchill,25211,bona-fide,0,1,1
25212,25212,25212,InTheWild/release_in_the_wild/25212.wav,Alexandria Ocasio-Cortez,25212,spoof,1,1,0
25213,25213,25213,InTheWild/release_in_the_wild/25213.wav,Mark Zuckerberg,25213,spoof,1,1,0
25214,25214,25214,InTheWild/release_in_the_wild/25214.wav,Donald Trump,25214,bona-fide,0,1,1
25215,25215,25215,InTheWild/release_in_the_wild/25215.wav,Donald Trump,25215,bona-fide,0,1,1
25216,25216,25216,InTheWild/release_in_the_wild/25216.wav,George W. Bush,25216,spoof,1,1,0
25217,25217,25217,InTheWild/release_in_the_wild/25217.wav,Alan Watts,25217,bona-fide,0,1,1
25218,25218,25218,InTheWild/release_in_the_wild/25218.wav,Bernie Sanders,25218,spoof,1,1,0
25219,25219,25219,InTheWild/release_in_the_wild/25219.wav,Alec Guinness,25219,spoof,1,1,0
25220,25220,25220,InTheWild/release_in_the_wild/25220.wav,Ronald Reagan,25220,spoof,1,1,0
25221,25221,25221,InTheWild/release_in_the_wild/25221.wav,Queen Elizabeth II,25221,spoof,1,1,0
25222,25222,25222,InTheWild/release_in_the_wild/25222.wav,Bernie Sanders,25222,bona-fide,0,1,1
25223,25223,25223,InTheWild/release_in_the_wild/25223.wav,Bernie Sanders,25223,spoof,1,1,0
25224,25224,25224,InTheWild/release_in_the_wild/25224.wav,Barack Obama,25224,bona-fide,0,1,1
25225,25225,25225,InTheWild/release_in_the_wild/25225.wav,Orson Welles,25225,spoof,1,1,0
25226,25226,25226,InTheWild/release_in_the_wild/25226.wav,Alec Guinness,25226,spoof,1,1,0
25227,25227,25227,InTheWild/release_in_the_wild/25227.wav,Donald Trump,25227,bona-fide,0,1,1
25228,25228,25228,InTheWild/release_in_the_wild/25228.wav,Alan Watts,25228,spoof,1,1,0
25229,25229,25229,InTheWild/release_in_the_wild/25229.wav,Nelson Mandela,25229,spoof,1,1,0
25230,25230,25230,InTheWild/release_in_the_wild/25230.wav,Barack Obama,25230,bona-fide,0,1,1
25231,25231,25231,InTheWild/release_in_the_wild/25231.wav,Donald Trump,25231,bona-fide,0,1,1
25232,25232,25232,InTheWild/release_in_the_wild/25232.wav,Bernie Sanders,25232,bona-fide,0,1,1
25233,25233,25233,InTheWild/release_in_the_wild/25233.wav,Mark Zuckerberg,25233,bona-fide,0,1,1
25234,25234,25234,InTheWild/release_in_the_wild/25234.wav,Nelson Mandela,25234,spoof,1,1,0
25235,25235,25235,InTheWild/release_in_the_wild/25235.wav,Barack Obama,25235,bona-fide,0,1,1
25236,25236,25236,InTheWild/release_in_the_wild/25236.wav,Ronald Reagan,25236,spoof,1,1,0
25237,25237,25237,InTheWild/release_in_the_wild/25237.wav,Winston Churchill,25237,bona-fide,0,1,1
25238,25238,25238,InTheWild/release_in_the_wild/25238.wav,Barack Obama,25238,bona-fide,0,1,1
25239,25239,25239,InTheWild/release_in_the_wild/25239.wav,Ayn Rand,25239,spoof,1,1,0
25240,25240,25240,InTheWild/release_in_the_wild/25240.wav,Ronald Reagan,25240,spoof,1,1,0
25241,25241,25241,InTheWild/release_in_the_wild/25241.wav,FDR,25241,spoof,1,1,0
25242,25242,25242,InTheWild/release_in_the_wild/25242.wav,Alec Guinness,25242,bona-fide,0,1,1
25243,25243,25243,InTheWild/release_in_the_wild/25243.wav,Barack Obama,25243,bona-fide,0,1,1
25244,25244,25244,InTheWild/release_in_the_wild/25244.wav,Alec Guinness,25244,bona-fide,0,1,1
25245,25245,25245,InTheWild/release_in_the_wild/25245.wav,Barack Obama,25245,bona-fide,0,1,1
25246,25246,25246,InTheWild/release_in_the_wild/25246.wav,Bernie Sanders,25246,spoof,1,1,0
25247,25247,25247,InTheWild/release_in_the_wild/25247.wav,Ronald Reagan,25247,bona-fide,0,1,1
25248,25248,25248,InTheWild/release_in_the_wild/25248.wav,Alec Guinness,25248,spoof,1,1,0
25249,25249,25249,InTheWild/release_in_the_wild/25249.wav,2Pac,25249,spoof,1,1,0
25250,25250,25250,InTheWild/release_in_the_wild/25250.wav,Christopher Hitchens,25250,spoof,1,1,0
25251,25251,25251,InTheWild/release_in_the_wild/25251.wav,Barack Obama,25251,bona-fide,0,1,1
25252,25252,25252,InTheWild/release_in_the_wild/25252.wav,Alec Guinness,25252,bona-fide,0,1,1
25253,25253,25253,InTheWild/release_in_the_wild/25253.wav,Bernie Sanders,25253,bona-fide,0,1,1
25254,25254,25254,InTheWild/release_in_the_wild/25254.wav,Donald Trump,25254,bona-fide,0,1,1
25255,25255,25255,InTheWild/release_in_the_wild/25255.wav,Alec Guinness,25255,bona-fide,0,1,1
25256,25256,25256,InTheWild/release_in_the_wild/25256.wav,Donald Trump,25256,bona-fide,0,1,1
25257,25257,25257,InTheWild/release_in_the_wild/25257.wav,Winston Churchill,25257,bona-fide,0,1,1
25258,25258,25258,InTheWild/release_in_the_wild/25258.wav,Richard Nixon,25258,bona-fide,0,1,1
25259,25259,25259,InTheWild/release_in_the_wild/25259.wav,Alec Guinness,25259,bona-fide,0,1,1
25260,25260,25260,InTheWild/release_in_the_wild/25260.wav,Ronald Reagan,25260,spoof,1,1,0
25261,25261,25261,InTheWild/release_in_the_wild/25261.wav,Barack Obama,25261,spoof,1,1,0
25262,25262,25262,InTheWild/release_in_the_wild/25262.wav,Bernie Sanders,25262,bona-fide,0,1,1
25263,25263,25263,InTheWild/release_in_the_wild/25263.wav,Bernie Sanders,25263,spoof,1,1,0
25264,25264,25264,InTheWild/release_in_the_wild/25264.wav,Milton Friedman,25264,bona-fide,0,1,1
25265,25265,25265,InTheWild/release_in_the_wild/25265.wav,Bernie Sanders,25265,spoof,1,1,0
25266,25266,25266,InTheWild/release_in_the_wild/25266.wav,Milton Friedman,25266,spoof,1,1,0
25267,25267,25267,InTheWild/release_in_the_wild/25267.wav,Norm MacDonald,25267,bona-fide,0,1,1
25268,25268,25268,InTheWild/release_in_the_wild/25268.wav,Barack Obama,25268,bona-fide,0,1,1
25269,25269,25269,InTheWild/release_in_the_wild/25269.wav,Queen Elizabeth II,25269,spoof,1,1,0
25270,25270,25270,InTheWild/release_in_the_wild/25270.wav,Bill Clinton,25270,spoof,1,1,0
25271,25271,25271,InTheWild/release_in_the_wild/25271.wav,Alec Guinness,25271,bona-fide,0,1,1
25272,25272,25272,InTheWild/release_in_the_wild/25272.wav,Alec Guinness,25272,bona-fide,0,1,1
25273,25273,25273,InTheWild/release_in_the_wild/25273.wav,Alec Guinness,25273,spoof,1,1,0
25274,25274,25274,InTheWild/release_in_the_wild/25274.wav,Bernie Sanders,25274,spoof,1,1,0
25275,25275,25275,InTheWild/release_in_the_wild/25275.wav,Alec Guinness,25275,spoof,1,1,0
25276,25276,25276,InTheWild/release_in_the_wild/25276.wav,Barack Obama,25276,bona-fide,0,1,1
25277,25277,25277,InTheWild/release_in_the_wild/25277.wav,Martin Luther King,25277,bona-fide,0,1,1
25278,25278,25278,InTheWild/release_in_the_wild/25278.wav,Winston Churchill,25278,bona-fide,0,1,1
25279,25279,25279,InTheWild/release_in_the_wild/25279.wav,George Carlin,25279,bona-fide,0,1,1
25280,25280,25280,InTheWild/release_in_the_wild/25280.wav,Alec Guinness,25280,bona-fide,0,1,1
25281,25281,25281,InTheWild/release_in_the_wild/25281.wav,Donald Trump,25281,bona-fide,0,1,1
25282,25282,25282,InTheWild/release_in_the_wild/25282.wav,Ronald Reagan,25282,bona-fide,0,1,1
25283,25283,25283,InTheWild/release_in_the_wild/25283.wav,Milton Friedman,25283,bona-fide,0,1,1
25284,25284,25284,InTheWild/release_in_the_wild/25284.wav,Donald Trump,25284,bona-fide,0,1,1
25285,25285,25285,InTheWild/release_in_the_wild/25285.wav,Nick Offerman,25285,bona-fide,0,1,1
25286,25286,25286,InTheWild/release_in_the_wild/25286.wav,FDR,25286,spoof,1,1,0
25287,25287,25287,InTheWild/release_in_the_wild/25287.wav,Bernie Sanders,25287,bona-fide,0,1,1
25288,25288,25288,InTheWild/release_in_the_wild/25288.wav,Bill Clinton,25288,bona-fide,0,1,1
25289,25289,25289,InTheWild/release_in_the_wild/25289.wav,Bill Clinton,25289,bona-fide,0,1,1
25290,25290,25290,InTheWild/release_in_the_wild/25290.wav,Bill Burr,25290,bona-fide,0,1,1
25291,25291,25291,InTheWild/release_in_the_wild/25291.wav,Adam Driver,25291,spoof,1,1,0
25292,25292,25292,InTheWild/release_in_the_wild/25292.wav,Alan Watts,25292,spoof,1,1,0
25293,25293,25293,InTheWild/release_in_the_wild/25293.wav,Barack Obama,25293,spoof,1,1,0
25294,25294,25294,InTheWild/release_in_the_wild/25294.wav,Alec Guinness,25294,spoof,1,1,0
25295,25295,25295,InTheWild/release_in_the_wild/25295.wav,Donald Trump,25295,bona-fide,0,1,1
25296,25296,25296,InTheWild/release_in_the_wild/25296.wav,Alec Guinness,25296,spoof,1,1,0
25297,25297,25297,InTheWild/release_in_the_wild/25297.wav,Ayn Rand,25297,spoof,1,1,0
